Nivel,Facultad,Carrera,Código,Asignatura,Créditos,Requisitos
5,Economía,Economía y Negocios Internacionales,MA704,Estadística para Economistas,4,MA727
5,Economía,Economía y Negocios Internacionales,EN68,Estrategia Comercial Internacional II,3,EN67
5,Economía,Economía y Negocios Internacionales,EN58,Historia Del Pensamiento Económico,4,"EF109,EF108"
5,Economía,Economía y Negocios Internacionales,EF129,Informática para Economistas,2,MA727
5,Economía,Economía y Negocios Internacionales,EF111,Macroeconomía Aplicada,4,EF109
6,Economía,Economía y Negocios Internacionales,EG58,Data Analytics,2,EF129
6,Economía,Economía y Negocios Internacionales,EF120,Introducción a la Econometría,4,"MA704,EF129"
6,Economía,Economía y Negocios Internacionales,EN60,Organización Industrial,4,EF110
6,Economía,Economía y Negocios Internacionales,EF117,Teoría Económica Internacional,3,"HU59,EF109,EF108"
7,Economía,Economía y Negocios Internacionales,EN70,Economía Pública Y Regulación,3,"EF111,EF110"
7,Economía,Economía y Negocios Internacionales,EF114,Escuela Austríaca de Economia,3,EN58
7,Economía,Economía y Negocios Internacionales,HU718,Historia de la Filosofía,3,HU706
7,Economía,Economía y Negocios Internacionales,EF121,Microeconometría,4,EF120
7,Economía,Economía y Negocios Internacionales,EN74,Precios De Transferencia,3,EF110
8,Economía,Economía y Negocios Internacionales,EN72,Behavioral Economics,3,EF110
8,Economía,Economía y Negocios Internacionales,EF127,Macroeconometría,4,EF121
8,Economía,Economía y Negocios Internacionales,EN77,Seminario de Investigación Académica (Econ),3,EF120
8,Economía,Economía y Negocios Internacionales,EF115,Teoría Monetaria,4,EF111
9,Economía,Economía y Negocios Internacionales,EF116,Crecimiento y Desarrollo,3,EF120
9,Economía,Economía y Negocios Internacionales,EF118,Macroeconomía Abierta,4,"EF120,EF115"
9,Economía,Economía y Negocios Internacionales,EN61,Proyecto De Tesis 1,5,"EF121,EN77"
10,Economía,Economía y Negocios Internacionales,EN62,CTI Proyecto De Tesis 2,5,"EF127,EN61"
10,Economía,Economía y Negocios Internacionales,EN64,Economía Gerencial,3,"EN67,HU61"
10,Economía,Economía y Negocios Internacionales,EF113,Política Económica,4,EN70
1,Economía,Economía Gerencial,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Economía,Economía Gerencial,HU705,Crítica y Comunicación,3,
1,Economía,Economía Gerencial,EN59,Fundamentos De Economía General,3,
1,Economía,Economía Gerencial,MA740,Matemática Básica,5,
1,Economía,Economía Gerencial,HU713,Pensamiento Crítico Aplicado,3,
1,Economía,Economía Gerencial,HU706,Sistemas y Sociedad,3,
2,Economía,Economía Gerencial,CA227,Contabilidad General,4,
2,Economía,Economía Gerencial,MA738,Cálculo Diferencial e Integral para Economistas,5,MA740
2,Economía,Economía Gerencial,EF106,Introducción a la Microeconomía,4,"EN59,MA740"
2,Economía,Economía Gerencial,EF112,Introducción a las Finanzas,3,
2,Economía,Economía Gerencial,EF126,Matemática Financiera para Economistas,3,MA740
3,Economía,Economía Gerencial,CA226,Contabilidad Financiera,4,CA227
3,Economía,Economía Gerencial,MA727,Estadística,4,MA738
3,Economía,Economía Gerencial,EF107,Introducción a la Macroeconomía,4,EF106
3,Economía,Economía Gerencial,HU698,Lógica,3,
3,Economía,Economía Gerencial,EG53,Marketing para Economistas,3,EF106
3,Economía,Economía Gerencial,EF108,Microeconomía Avanzada,4,"MA738,EF106"
4,Economía,Economía Gerencial,EG57,Gerencia Financiera para Economistas,3,"CA226,EF126"
4,Economía,Economía Gerencial,EN57,Historia Económica Del Perú,3,EF107
4,Economía,Economía Gerencial,EF109,Macroeconomía Avanzada,4,"MA738,EF107"
4,Economía,Economía Gerencial,MA739,Matemática Avanzada para Economistas,5,MA738
4,Economía,Economía Gerencial,EF110,Microeconomía Aplicada,4,EF108
4,Economía,Economía Gerencial,EN69,Teoría De Juegos,3,EF108
5,Economía,Economía Gerencial,EG54,Economía de la Estrategia,4,EF110
5,Economía,Economía Gerencial,MA704,Estadística para Economistas,4,MA727
5,Economía,Economía Gerencial,EN58,Historia Del Pensamiento Económico,4,"EF109,EF108"
5,Economía,Economía Gerencial,EF129,Informática para Economistas,2,MA727
5,Economía,Economía Gerencial,EF111,Macroeconomía Aplicada,4,EF109
6,Economía,Economía Gerencial,EG58,Data Analytics,2,EF129
6,Economía,Economía Gerencial,EF120,Introducción a la Econometría,4,"MA704,EF129"
6,Economía,Economía Gerencial,EG56,Investigación de Mercados Aplicada,4,"MA704,EG53"
6,Economía,Economía Gerencial,EN60,Organización Industrial,4,EF110
6,Economía,Economía Gerencial,EF117,Teoría Económica Internacional,3,"HU59,EF109,EF108"
7,Economía,Economía Gerencial,EN70,Economía Pública Y Regulación,3,"EF111,EF110"
7,Economía,Economía Gerencial,EF114,Escuela Austríaca de Economia,3,EN58
7,Economía,Economía Gerencial,HU718,Historia de la Filosofía,3,HU706
7,Economía,Economía Gerencial,EF121,Microeconometría,4,EF120
8,Economía,Economía Gerencial,EG55,Aplicaciones Empresariales de Teoría de los Juegos,4,EF110
8,Economía,Economía Gerencial,EN72,Behavioral Economics,3,EF110
8,Economía,Economía Gerencial,EF127,Macroeconometría,4,EF121
8,Economía,Economía Gerencial,EN77,Seminario de Investigación Académica (Econ),3,EF120
8,Economía,Economía Gerencial,EF115,Teoría Monetaria,4,EF111
9,Economía,Economía Gerencial,EF116,Crecimiento y Desarrollo,3,EF120
9,Economía,Economía Gerencial,EF118,Macroeconomía Abierta,4,"EF120,EF115"
9,Economía,Economía Gerencial,EN61,Proyecto De Tesis 1,5,"EF121,EN77"
10,Economía,Economía Gerencial,EN62,CTI Proyecto De Tesis 2,5,"EF127,EN61"
10,Economía,Economía Gerencial,EF113,Política Económica,4,EN70
1,Economía,Ciencias Políticas,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Economía,Ciencias Políticas,HU705,Crítica y Comunicación,3,
1,Economía,Ciencias Políticas,EN59,Fundamentos De Economía General,3,
1,Economía,Ciencias Políticas,HU713,Pensamiento Crítico Aplicado,3,
1,Economía,Ciencias Políticas,HU706,Sistemas y Sociedad,3,
1,Economía,Ciencias Políticas,PO43,Una Aproximación a las Ciencias Políticas,3,
2,Economía,Ciencias Políticas,PO69,Administración Moderna,4,
2,Economía,Ciencias Políticas,HU692,Ecogeografía del Perú (CC.CC.),3,
2,Economía,Ciencias Políticas,PO46,Ideologías Políticas Contemporáneas,3,PO43
2,Economía,Ciencias Políticas,EF106,Introducción a la Microeconomía,4,EN59
2,Economía,Ciencias Políticas,PO74,Investigación Política,4,
2,Economía,Ciencias Políticas,PO45,Matemática Básica para Ciencias Políticas I,3,
3,Economía,Ciencias Políticas,PO49,Estadística Para Ciencias Políticas,5,PO45
3,Economía,Ciencias Políticas,PO53,Estructura y Diseño Organizacional,4,PO69
3,Economía,Ciencias Políticas,EF107,Introducción a la Macroeconomía,4,EF106
3,Economía,Ciencias Políticas,PO68,Introducción al Derecho Aplicado,3,
3,Economía,Ciencias Políticas,PO47,Matemática Básica para Ciencias Políticas Ii,4,PO45
4,Economía,Ciencias Políticas,PO51,Análisis Constitucional,5,PO68
4,Economía,Ciencias Políticas,PO48,Análisis Político Nacional,5,"PO46,PO74"
4,Economía,Ciencias Políticas,PO50,Economía Aplicada a las Ciencias Políticas,5,EF107
4,Economía,Ciencias Políticas,HU696,Mundo Contemporáneo,3,HU692
4,Economía,Ciencias Políticas,PO54,Politometría,3,PO49
5,Economía,Ciencias Políticas,TR443,Academic Writing,3,"HU61,80CRED"
5,Economía,Ciencias Políticas,PO56,Análisis Electoral,5,PO48
5,Economía,Ciencias Políticas,PO57,Ideas Políticas I,4,80CRED
5,Economía,Ciencias Políticas,PO52,Negociación y Solución de Conflictos,4,PO48
5,Economía,Ciencias Políticas,PO55,Seminario de Investigación I,5,
6,Economía,Ciencias Políticas,EN58,Historia Del Pensamiento Económico,4,PO50
6,Economía,Ciencias Políticas,PO59,Ideas Políticas II,4,PO57
6,Economía,Ciencias Políticas,PO67,Politometría Avanzada,4,PO54
6,Economía,Ciencias Políticas,RI85,Relaciones Internacionales Modernas,5,PO57
6,Economía,Ciencias Políticas,PO58,Sistemas Políticos Comparados,3,PO56
7,Economía,Ciencias Políticas,PO62,Comunicación Política,4,PO58
7,Economía,Ciencias Políticas,PO60,Economía Política,3,EN58
7,Economía,Ciencias Políticas,PO61,Seminario de Investigación II,5,"PO51,PO54,PO55"
8,Economía,Ciencias Políticas,PO71,Economía Política Internacional,5,PO60
8,Economía,Ciencias Políticas,HU715,Globalización: Enfoque Cultural y Económico (Adm.),3,"TR443,HU696"
8,Economía,Ciencias Políticas,PO63,Instituciones Políticas Latinoamericanas,4,
9,Economía,Ciencias Políticas,PO72,Gestión Pública,5,
9,Economía,Ciencias Políticas,PO64,Gestión de la Política Económica,4,
9,Economía,Ciencias Políticas,HU718,Historia de la Filosofía,3,HU715
9,Economía,Ciencias Políticas,PO65,Proyecto de Tesis I,5,"PO71,PO61"
10,Economía,Ciencias Políticas,PO66,CTI Proyecto de Tesis II,5,PO65
10,Economía,Ciencias Políticas,PO70,Política Contenciosa y Movimientos Sociales,3,PO63
1,Economía,Economía y Ciencia de Datos,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Economía,Economía y Ciencia de Datos,HU705,Crítica y Comunicación,3,
1,Economía,Economía y Ciencia de Datos,EN59,Fundamentos De Economía General,3,
1,Economía,Economía y Ciencia de Datos,MA740,Matemática Básica,5,
1,Economía,Economía y Ciencia de Datos,HU713,Pensamiento Crítico Aplicado,3,
1,Economía,Economía y Ciencia de Datos,HU706,Sistemas y Sociedad,3,
2,Economía,Economía y Ciencia de Datos,EC97,Introducción a la Ciencia de Datos,3,
2,Economía,Economía y Ciencia de Datos,EF106,Introducción a la Microeconomía,4,"EN59,MA740"
2,Economía,Economía y Ciencia de Datos,EF112,Introducción a las Finanzas,3,
2,Economía,Economía y Ciencia de Datos,EC99,Matemática Avanzada para Economistas,5,MA740
2,Economía,Economía y Ciencia de Datos,EF126,Matemática Financiera para Economistas,3,MA740
3,Economía,Economía y Ciencia de Datos,CA227,Contabilidad General,4,
3,Economía,Economía y Ciencia de Datos,EC100,Estadística Básica,4,EC99
3,Economía,Economía y Ciencia de Datos,EG59,Fundamentos de Programación,3,EC99
3,Economía,Economía y Ciencia de Datos,EF107,Introducción a la Macroeconomía,4,EF106
3,Economía,Economía y Ciencia de Datos,HU698,Lógica,3,
3,Economía,Economía y Ciencia de Datos,EF108,Microeconomía Avanzada,4,"EF106,EC99"
4,Economía,Economía y Ciencia de Datos,EC101,Estadística Aplicada a las Ciencias Sociales,4,EC100
4,Economía,Economía y Ciencia de Datos,EN75,Historia Económica,3,EF107
4,Economía,Economía y Ciencia de Datos,EG60,Informática Aplicada a las Ciencias Sociales,4,EG59
4,Economía,Economía y Ciencia de Datos,EF109,Macroeconomía Avanzada,4,"EF107,EC99"
4,Economía,Economía y Ciencia de Datos,EF110,Microeconomía Aplicada,4,EF108
4,Economía,Economía y Ciencia de Datos,EN69,Teoría De Juegos,3,EF108
5,Economía,Economía y Ciencia de Datos,EG61,Análisis de Datos I: Arquitectura de Big Data,4,"EC101,EG60"
5,Economía,Economía y Ciencia de Datos,EN58,Historia Del Pensamiento Económico,4,"EF109,EF108"
5,Economía,Economía y Ciencia de Datos,EF111,Macroeconomía Aplicada,4,EF109
5,Economía,Economía y Ciencia de Datos,EC112,Proyectos de Ciencia de Datos,4,"EC101,EG60"
6,Economía,Economía y Ciencia de Datos,EG62,Análisis de Datos II: Análisis y Data Storytelling,4,EG61
6,Economía,Economía y Ciencia de Datos,EF120,Introducción a la Econometría,4,EG61
6,Economía,Economía y Ciencia de Datos,EC103,Microeconomía y Ciencia de Datos,3,EG61
6,Economía,Economía y Ciencia de Datos,EN60,Organización Industrial,4,EF110
6,Economía,Economía y Ciencia de Datos,EF117,Teoría Económica Internacional,3,"EF109,EF108"
7,Economía,Economía y Ciencia de Datos,EC104,Aprendizaje Automático I: Machine Learning,4,"EG62,HU59"
7,Economía,Economía y Ciencia de Datos,EC106,"Estado, Políticas y Ciencia de Datos",3,HU59
7,Economía,Economía y Ciencia de Datos,EC105,Macroeconomía y Ciencia de Datos,3,"HU59,EC103"
7,Economía,Economía y Ciencia de Datos,EF121,Microeconometría,4,EF120
7,Economía,Economía y Ciencia de Datos,EF115,Teoría Monetaria,4,EF111
8,Economía,Economía y Ciencia de Datos,EC108,Aprendizaje Automático II: Inteligencia Artificial,5,"EC104,HU60"
8,Economía,Economía y Ciencia de Datos,EF127,Macroeconometría,4,EF121
8,Economía,Economía y Ciencia de Datos,EN77,Seminario de Investigación Académica (Econ),3,EF120
8,Economía,Economía y Ciencia de Datos,EC107,Tópicos Avanzados de Economía y Ciencia de Datos,3,EC105
9,Economía,Economía y Ciencia de Datos,EC109,Aprendizaje Automático III: Aprendizaje Profundo,4,"EC108,HU61"
9,Economía,Economía y Ciencia de Datos,EC110,"Gobierno de Datos, Ética y Ciberseguridad",3,EC104
9,Economía,Economía y Ciencia de Datos,EN61,Proyecto De Tesis 1,5,"EC104,EN77"
10,Economía,Economía y Ciencia de Datos,EC111,Aprendizaje Automático IV: Tópicos Avanzados,4,"EC109,HU61"
10,Economía,Economía y Ciencia de Datos,EN62,CTI Proyecto De Tesis 2,5,"EF127,EN61"
1,Educación,Educación y Gestión del Aprendizaje,ED305,Antropología,4,
1,Educación,Educación y Gestión del Aprendizaje,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Educación,Educación y Gestión del Aprendizaje,HU705,Crítica y Comunicación,3,
1,Educación,Educación y Gestión del Aprendizaje,HU713,Pensamiento Crítico Aplicado,3,
1,Educación,Educación y Gestión del Aprendizaje,ED285,Procesos Psicológicos y Desarrollo Humano,3,
1,Educación,Educación y Gestión del Aprendizaje,HU706,Sistemas y Sociedad,3,
2,Educación,Educación y Gestión del Aprendizaje,TR437,Inglés Para Educadores I,4,
2,Educación,Educación y Gestión del Aprendizaje,ED286,Inteligencia Corporal,2,
2,Educación,Educación y Gestión del Aprendizaje,ED251,Liderazgo para Educadores,2,
2,Educación,Educación y Gestión del Aprendizaje,MA742,Matemática Básica,5,
2,Educación,Educación y Gestión del Aprendizaje,ED287,Neurociencias y Desarrollo Humano,4,
2,Educación,Educación y Gestión del Aprendizaje,ED250,Tecnologías para el Aprendizaje,4,
3,Educación,Educación y Gestión del Aprendizaje,ED258,Desarrollo Humano y Dificultades de Aprendizaje I,3,ED305
3,Educación,Educación y Gestión del Aprendizaje,ED288,Diagnóstico Educativo I (Contextos Urbanos),3,ED285
3,Educación,Educación y Gestión del Aprendizaje,ED245,Historia y Filosofía de la Educación,3,
3,Educación,Educación y Gestión del Aprendizaje,TR438,Inglés para Educadores II,4,TR437
4,Educación,Educación y Gestión del Aprendizaje,ED246,Corrientes Educativas Contemporáneas,3,ED285
4,Educación,Educación y Gestión del Aprendizaje,ED259,Desarrollo Humano y Dificultades de Aprendizaje II,3,ED258
4,Educación,Educación y Gestión del Aprendizaje,ED289,Diagnóstico Educativo II (Contextos Rurales),3,ED285
4,Educación,Educación y Gestión del Aprendizaje,TR439,Inglés para Educadores III,3,TR438
4,Educación,Educación y Gestión del Aprendizaje,ED306,Metodología De La Investigación,4,
5,Educación,Educación y Gestión del Aprendizaje,ED261,Didáctica I,3,ED287
5,Educación,Educación y Gestión del Aprendizaje,ED253,Diseño Curricular,3,ED259
5,Educación,Educación y Gestión del Aprendizaje,ED264,Evaluación Y Planeamiento Educativo I,3,ED259
5,Educación,Educación y Gestión del Aprendizaje,ED262,Gestión del Aprendizaje I,3,
5,Educación,Educación y Gestión del Aprendizaje,TR440,Inglés para Educadores IV,3,TR439
5,Educación,Educación y Gestión del Aprendizaje,ED247,Teorías de la Educación,3,ED245
6,Educación,Educación y Gestión del Aprendizaje,ED265,Didáctica II,3,ED261
6,Educación,Educación y Gestión del Aprendizaje,ED268,Evaluación y Planeamiento Educativo II,3,ED264
6,Educación,Educación y Gestión del Aprendizaje,ED266,Gestión del Aprendizaje II,3,ED262
6,Educación,Educación y Gestión del Aprendizaje,ED267,Materiales y Recursos para el Aprendizaje I,3,
6,Educación,Educación y Gestión del Aprendizaje,ED274,"Psicomotricidad, Desarrollo y Movimiento",3,ED286
6,Educación,Educación y Gestión del Aprendizaje,ED269,Tutoría y Orientación Educativa,3,
7,Educación,Educación y Gestión del Aprendizaje,ED255,Counselling,3,ED269
7,Educación,Educación y Gestión del Aprendizaje,ED276,Curso de Especialidad 1,3,
7,Educación,Educación y Gestión del Aprendizaje,ED277,Curso de Especialidad 2,3,100CRED
7,Educación,Educación y Gestión del Aprendizaje,ED254,Emprendimiento e Innovación Educativa,3,100CRED
7,Educación,Educación y Gestión del Aprendizaje,ED298,Gestión Educativa I,3,ED253
7,Educación,Educación y Gestión del Aprendizaje,ED263,Tecnologías en la Educación,3,ED250
8,Educación,Educación y Gestión del Aprendizaje,ED303,Antropología Educativa,3,120CRED
8,Educación,Educación y Gestión del Aprendizaje,ED278,Curso de Especialidad 3,3,MA742
8,Educación,Educación y Gestión del Aprendizaje,ED279,Curso de Especialidad 4,3,TR440
8,Educación,Educación y Gestión del Aprendizaje,ED280,Curso de Especialidad 5,3,120CRED
8,Educación,Educación y Gestión del Aprendizaje,ED271,Materiales y Recursos para el Aprendizaje II,3,ED267
8,Educación,Educación y Gestión del Aprendizaje,ED290,"Política, Calidad y Gestión Educativa",3,ED254
9,Educación,Educación y Gestión del Aprendizaje,ED281,Curso de Especialidad 6,5,150CRED
9,Educación,Educación y Gestión del Aprendizaje,ED282,Curso de Especialidad 7,2,150CRED
9,Educación,Educación y Gestión del Aprendizaje,ED299,Gestión Educativa II,3,ED254
9,Educación,Educación y Gestión del Aprendizaje,ED272,Seminario de Investigación I,3,ED306
10,Educación,Educación y Gestión del Aprendizaje,ED273,CTI Seminario de Investigación II,3,ED272
10,Educación,Educación y Gestión del Aprendizaje,ED283,Curso de Especialidad 8,5,
1,Educación,Educación y Gestión del Aprendizaje - Niñez,ED305,Antropología,4,
1,Educación,Educación y Gestión del Aprendizaje - Niñez,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Educación,Educación y Gestión del Aprendizaje - Niñez,HU705,Crítica y Comunicación,3,
1,Educación,Educación y Gestión del Aprendizaje - Niñez,HU713,Pensamiento Crítico Aplicado,3,
1,Educación,Educación y Gestión del Aprendizaje - Niñez,ED285,Procesos Psicológicos y Desarrollo Humano,3,
1,Educación,Educación y Gestión del Aprendizaje - Niñez,HU706,Sistemas y Sociedad,3,
2,Educación,Educación y Gestión del Aprendizaje - Niñez,TR437,Inglés Para Educadores I,4,
2,Educación,Educación y Gestión del Aprendizaje - Niñez,ED286,Inteligencia Corporal,2,
2,Educación,Educación y Gestión del Aprendizaje - Niñez,ED251,Liderazgo para Educadores,2,
2,Educación,Educación y Gestión del Aprendizaje - Niñez,MA742,Matemática Básica,5,
2,Educación,Educación y Gestión del Aprendizaje - Niñez,ED287,Neurociencias y Desarrollo Humano,4,
2,Educación,Educación y Gestión del Aprendizaje - Niñez,ED250,Tecnologías para el Aprendizaje,4,
3,Educación,Educación y Gestión del Aprendizaje - Niñez,ED258,Desarrollo Humano y Dificultades de Aprendizaje I,3,ED305
3,Educación,Educación y Gestión del Aprendizaje - Niñez,ED288,Diagnóstico Educativo I (Contextos Urbanos),3,ED285
3,Educación,Educación y Gestión del Aprendizaje - Niñez,ED245,Historia y Filosofía de la Educación,3,
