Nivel,Facultad,Carrera,Código,Asignatura,Créditos,Requisitos
10,Comunicaciones,Comunicación y Fotografía,CF84,CTI Taller de Proy. de Inv. II,3,CF65
10,Comunicaciones,Comunicación y Fotografía,CF66,Curaduría Y Diseño De Exposiciones,2,CF83
10,Comunicaciones,Comunicación y Fotografía,PE84,Ética Profesional,3,CF90
1,Derecho,Derecho,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Derecho,Derecho,HU705,Crítica y Comunicación,3,
1,Derecho,Derecho,HU707,Historia Sociedad y Derecho,2,
1,Derecho,Derecho,DE1140,Instituciones Del Derecho,4,
1,Derecho,Derecho,HU713,Pensamiento Crítico Aplicado,3,
1,Derecho,Derecho,HU706,Sistemas y Sociedad,3,
2,Derecho,Derecho,DE1147,Derecho De Las Personas,3,
2,Derecho,Derecho,DE1148,Economía Política,3,
2,Derecho,Derecho,HU701,Filosofía,3,HU705
2,Derecho,Derecho,HU700,Lógica,3,HU705
2,Derecho,Derecho,DE1134,Razonamiento E Investigación Jurídica,4,DE1140
2,Derecho,Derecho,HU697,Temas de Historia del Perú,3,
3,Derecho,Derecho,DE1135,Contabilidad Para Abogados,4,
3,Derecho,Derecho,DE1137,Derechos De Propiedad,4,"DE1140,DE1134"
3,Derecho,Derecho,DE1150,Fundamentos De La Contratación I,3,"DE1147,DE1134"
3,Derecho,Derecho,AD2758,Fundamentos De La Gerencia,3,HU705
3,Derecho,Derecho,EN65,Microeconomía,3,DE1148
3,Derecho,Derecho,DE1149,Teoría Constitucional Y Política,3,DE1140
4,Derecho,Derecho,DE1151,Derecho De Familia Y Sucesiones,4,DE1137
4,Derecho,Derecho,DE1163,Derecho Laboral,4,DE1134
4,Derecho,Derecho,DE1141,Derechos Fundamentales,3,"DE1134,DE1149"
4,Derecho,Derecho,DE1162,Fundamentos De La Contratación Ii,3,DE1150
4,Derecho,Derecho,DE1142,Organización Del Estado,3,"DE1134,DE1149"
4,Derecho,Derecho,DE1133,Responsabilidad Civil,3,"DE1147,DE1140"
5,Derecho,Derecho,DE1152,Contratos I,3,DE1162
5,Derecho,Derecho,DE1139,Derecho Societario Y Corporativo,5,"DE1135,DE1147,DE1134"
5,Derecho,Derecho,DE1143,Garantías,3,DE1137
5,Derecho,Derecho,DE1173,Ley Penal Y Teoría Del Delito,4,"DE1141,DE1142"
5,Derecho,Derecho,DE1155,Seminario De Negociación Y Conciliación,3,
5,Derecho,Derecho,DE1176,Teoría De Los Tributos,3,DE1142
6,Derecho,Derecho,DE1154,Contratos II,3,DE1152
6,Derecho,Derecho,DE1145,Delitos Económicos Y Empresariales,3,DE1173
6,Derecho,Derecho,DE1174,Derecho Administrativo,5,DE1142
6,Derecho,Derecho,DE1164,Derecho Procesal Civil I,4,"DE1152,DE1155"
6,Derecho,Derecho,DE1153,Finanzas Para Abogados,4,DE1135
6,Derecho,Derecho,DE1156,Legislación Tributaria,4,DE1176
7,Derecho,Derecho,DE1138,Análisis Económico Del Derecho,3,EN65
7,Derecho,Derecho,DE1157,Contratación Con El Estado,3,"DE1154,DE1174"
7,Derecho,Derecho,DE1158,Derecho De La Competencia,3,DE1152
7,Derecho,Derecho,DE1165,Derecho Procesal Civil II,3,DE1164
7,Derecho,Derecho,HU702,Seminario Integrado de Investigación,3,HU705
8,Derecho,Derecho,DE1159,Arbitraje,3,DE1164
8,Derecho,Derecho,DE1144,Derecho Internacional Privado,3,DE1154
8,Derecho,Derecho,DE1166,Derecho Procesal Penal,4,"DE1145,DE1164"
8,Derecho,Derecho,DE1171,Investigación Jurídica 1,3,140CRED
9,Derecho,Derecho,DE1136,Derecho Internacional Público,3,DE1142
9,Derecho,Derecho,DE1175,Economía Y Finanzas Internacionales,3,DE1153
9,Derecho,Derecho,DE1160,"Estado, Mercado Y Derecho",3,EN65
9,Derecho,Derecho,DE1146,Regulación Financiera,3,
10,Derecho,Derecho,DE1172,CTI Investigación Jurídica 2,3,DE1171
10,Derecho,Derecho,DE1170,Derecho Del Comercio Internacional,3,160CRED
10,Derecho,Derecho,DE1161,Procesos Constitucionales Y Contencioso-Administ.,3,DE1174
1,Derecho,Relaciones Internacionales,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Derecho,Relaciones Internacionales,HU705,Crítica y Comunicación,3,
1,Derecho,Relaciones Internacionales,EN59,Fundamentos De Economía General,3,
1,Derecho,Relaciones Internacionales,RI115,Introducción a las Relaciones Internacionales,3,
1,Derecho,Relaciones Internacionales,HU713,Pensamiento Crítico Aplicado,3,
1,Derecho,Relaciones Internacionales,HU706,Sistemas y Sociedad,3,
2,Derecho,Relaciones Internacionales,RI87,Actores De Las Relaciones Internacionales,4,RI115
2,Derecho,Relaciones Internacionales,RI86,Aspectos Jurídicos En Relaciones Internacionales,4,
2,Derecho,Relaciones Internacionales,EF128,Finanzas Globales,3,EN59
2,Derecho,Relaciones Internacionales,MA740,Matemática Básica,5,
2,Derecho,Relaciones Internacionales,HU695,Seminario de Investigación Académica I,2,HU713
2,Derecho,Relaciones Internacionales,PO43,Una Aproximación a las Ciencias Políticas,3,
3,Derecho,Relaciones Internacionales,PO57,Ideas Políticas I,4,PO43
3,Derecho,Relaciones Internacionales,EF106,Introducción a la Microeconomía,4,EN59
3,Derecho,Relaciones Internacionales,RI88,Políticas Públicas,4,RI87
3,Derecho,Relaciones Internacionales,HU693,Seminario de Investigación Académica II,2,"HU695,20CRED"
3,Derecho,Relaciones Internacionales,HU722,Temas de Historia del Perú GEN,4,
3,Derecho,Relaciones Internacionales,DE1149,Teoría Constitucional Y Política,3,RI86
4,Derecho,Relaciones Internacionales,RI94,Derecho de los Tratados,3,DE1149
4,Derecho,Relaciones Internacionales,RI90,Historia de las Relaciones Internacionales,3,RI87
4,Derecho,Relaciones Internacionales,AF237,Macroeconomía,3,EF106
4,Derecho,Relaciones Internacionales,RI91,Política Exterior Peruana,4,RI88
4,Derecho,Relaciones Internacionales,RI93,Sistemas Políticos y Electorales Comparados,4,PO43
4,Derecho,Relaciones Internacionales,RI92,Teoría de las Relaciones Internacionales I,4,PO57
5,Derecho,Relaciones Internacionales,RI89,Estadística Aplicada en Relaciones Internacionales,3,MA740
5,Derecho,Relaciones Internacionales,PO59,Ideas Políticas II,4,PO57
5,Derecho,Relaciones Internacionales,RI95,Política Internacional en el Oriente Medio,3,"PO57,RI91"
5,Derecho,Relaciones Internacionales,RI97,Procesos de Integración Latinoamericanos,4,RI91
6,Derecho,Relaciones Internacionales,DE1144,Derecho Internacional Privado,3,RI94
6,Derecho,Relaciones Internacionales,RI99,Política Internacional en África,3,RI95
6,Derecho,Relaciones Internacionales,RI98,Teoría de las Relaciones Internacionales II,4,RI92
7,Derecho,Relaciones Internacionales,RI104,Comercio Internacional,4,RI97
7,Derecho,Relaciones Internacionales,RI100,Estructura y Dinámica de la Sociedad Internacional,4,"RI90,RI98"
7,Derecho,Relaciones Internacionales,RI102,Global Dilemmas,3,119CRED
7,Derecho,Relaciones Internacionales,RI96,Métodos Cualitativos y Cuantitativos,3,RI89
7,Derecho,Relaciones Internacionales,RI101,Política Internacional en Europa,3,RI99
7,Derecho,Relaciones Internacionales,RI103,Sistema Financiero y Monetario Internacional,4,RI97
8,Derecho,Relaciones Internacionales,RI106,Cooperación Internacional y Desarrollo,4,RI104
8,Derecho,Relaciones Internacionales,DE1136,Derecho Internacional Público,3,DE1144
8,Derecho,Relaciones Internacionales,RI116,Gobernanza Global y Desarrollo,3,RI100
8,Derecho,Relaciones Internacionales,RI105,Teoría de los Juegos en Relaciones Internacionales,4,RI98
9,Derecho,Relaciones Internacionales,RI108,North American International Politics,3,RI101
9,Derecho,Relaciones Internacionales,RI109,Política Internacional en Asia y Oceanía,3,RI101
9,Derecho,Relaciones Internacionales,RI110,Proyecto de Tesis I,5,"HU693,RI103,RI105"
9,Derecho,Relaciones Internacionales,RI107,Proyectos de Cooperación Internacional,4,RI106
10,Derecho,Relaciones Internacionales,RI114,CTI Proyecto de Tesis II,5,RI110
10,Derecho,Relaciones Internacionales,RI112,Política Internacional en América Central y Caribe,3,RI109
10,Derecho,Relaciones Internacionales,RI111,Política Internacional en América Latina,3,RI109
10,Derecho,Relaciones Internacionales,RI113,Solución de Controversias Internacionales,4,DE1136
1,Diseño,Diseño y Gestión en Moda,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Diseño,Diseño y Gestión en Moda,HU705,Crítica y Comunicación,3,
1,Diseño,Diseño y Gestión en Moda,DS64,Fundamentos del Diseño 1,4,
1,Diseño,Diseño y Gestión en Moda,HU713,Pensamiento Crítico Aplicado,3,
1,Diseño,Diseño y Gestión en Moda,DS65,Representación Visual 1,4,
1,Diseño,Diseño y Gestión en Moda,HU706,Sistemas y Sociedad,3,
2,Diseño,Diseño y Gestión en Moda,DM322,Creadores De La Indumentaria,2,HU713
2,Diseño,Diseño y Gestión en Moda,DS68,Diseño y Antropología,4,HU705
2,Diseño,Diseño y Gestión en Moda,DS66,Fundamentos del Diseño 2,4,DS64
2,Diseño,Diseño y Gestión en Moda,MA714,Matemática Básica,5,
2,Diseño,Diseño y Gestión en Moda,DS67,Representación Visual 2,4,DS65
3,Diseño,Diseño y Gestión en Moda,DM302,Comunicación Visual En La Moda I,4,"DS66,DS67"
3,Diseño,Diseño y Gestión en Moda,DM305,Herramientas Para La Gestión En El Diseño,4,MA714
3,Diseño,Diseño y Gestión en Moda,DM301,Laboratorio De Diseño De Indumentaria I,4,"DS66,DS67"
3,Diseño,Diseño y Gestión en Moda,DM304,Materiales Textiles 1,4,DS66
3,Diseño,Diseño y Gestión en Moda,DM303,Psicología Social De La Moda,3,DM322
3,Diseño,Diseño y Gestión en Moda,DS69,Signos y Códigos Visuales,3,HU713
4,Diseño,Diseño y Gestión en Moda,DM307,Comunicación Visual En La Moda II,4,DM302
4,Diseño,Diseño y Gestión en Moda,DS75,"Diseño, Arte Y Estética 1",4,DS68
4,Diseño,Diseño y Gestión en Moda,DM308,Gestión En Negocios De Moda,6,DM305
4,Diseño,Diseño y Gestión en Moda,DM306,Laboratorio De Diseño De Indumentaria II,4,DM301
4,Diseño,Diseño y Gestión en Moda,DM309,Materiales Textiles 2,5,DM304
5,Diseño,Diseño y Gestión en Moda,DM311,Comunicación Visual En La Moda III,4,DM307
5,Diseño,Diseño y Gestión en Moda,DS79,"Diseño, Arte Y Estética 2",4,DS75
5,Diseño,Diseño y Gestión en Moda,DM310,Laboratorio De Diseño De Indumentaria III,7,"DM306,DM303"
6,Diseño,Diseño y Gestión en Moda,DM313,Comunicación Visual en la Moda IV,5,DM311
6,Diseño,Diseño y Gestión en Moda,DS84,"Diseño, Arte Y Estética 3",4,DS79
6,Diseño,Diseño y Gestión en Moda,DM312,Laboratorio De Diseño De Indumentaria IV,6,DM310
6,Diseño,Diseño y Gestión en Moda,DM314,Marketing En La Moda,6,DM308
7,Diseño,Diseño y Gestión en Moda,DM316,Comunicación Visual En La Moda V,5,DM313
7,Diseño,Diseño y Gestión en Moda,DM315,Laboratorio De Diseño De Indumentaria V,6,DM312
7,Diseño,Diseño y Gestión en Moda,DS92,Pensamiento Innovador,2,DS84
7,Diseño,Diseño y Gestión en Moda,DM317,Retail Y Visual Merchandising,6,DM314
8,Diseño,Diseño y Gestión en Moda,DM319,Estrategias Comerciales En La Moda,7,120CRED
8,Diseño,Diseño y Gestión en Moda,DM318,Laboratorio De Diseño De Indumentaria VI,6,"DM316,DM315"
8,Diseño,Diseño y Gestión en Moda,DI270,Técnicas De Investigación,4,140CRED
9,Diseño,Diseño y Gestión en Moda,DM320,Proyecto Final 1,6,"DM318,DM317,DI270"
10,Diseño,Diseño y Gestión en Moda,DM321,CTI Proyecto Final 2,8,
1,Diseño,Diseño de Interiores,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Diseño,Diseño de Interiores,HU705,Crítica y Comunicación,3,
1,Diseño,Diseño de Interiores,DS64,Fundamentos del Diseño 1,4,
1,Diseño,Diseño de Interiores,HU713,Pensamiento Crítico Aplicado,3,
1,Diseño,Diseño de Interiores,DS65,Representación Visual 1,4,
1,Diseño,Diseño de Interiores,HU706,Sistemas y Sociedad,3,
2,Diseño,Diseño de Interiores,DS68,Diseño y Antropología,4,HU705
2,Diseño,Diseño de Interiores,DS66,Fundamentos del Diseño 2,4,DS64
2,Diseño,Diseño de Interiores,MA714,Matemática Básica,5,
2,Diseño,Diseño de Interiores,DI251,Material,4,HU713
2,Diseño,Diseño de Interiores,DS67,Representación Visual 2,4,DS65
3,Diseño,Diseño de Interiores,DI252,Creadores Del Espacio,2,HU705
3,Diseño,Diseño de Interiores,DI254,Dibujo de Interiores,5,DS67
3,Diseño,Diseño de Interiores,DI256,Fabricación 1,4,DI251
3,Diseño,Diseño de Interiores,DI253,Laboratorio de Diseño Interior 1,5,DS66
3,Diseño,Diseño de Interiores,DS69,Signos y Códigos Visuales,3,HU713
3,Diseño,Diseño de Interiores,DI255,Sistemas Digitales 1,4,DS67
4,Diseño,Diseño de Interiores,DI261,Confort 1,4,60CRED
4,Diseño,Diseño de Interiores,DS75,"Diseño, Arte Y Estética 1",4,DS68
4,Diseño,Diseño de Interiores,DI260,Fabricación 2,3,DI256
4,Diseño,Diseño de Interiores,DI257,Laboratorio de Diseño Interior 2,4,DI253
4,Diseño,Diseño de Interiores,DI258,Representación Aplicada,4,DI254
4,Diseño,Diseño de Interiores,DI259,Sistemas Digitales 2,4,DI255
5,Diseño,Diseño de Interiores,DI264,Confort 2,4,DI261
5,Diseño,Diseño de Interiores,DS79,"Diseño, Arte Y Estética 2",4,DS75
5,Diseño,Diseño de Interiores,DI262,Laboratorio De Diseño Interior 3,5,DI257
5,Diseño,Diseño de Interiores,DI263,Mueble Y Objeto 1,4,DI260
6,Diseño,Diseño de Interiores,DS84,"Diseño, Arte Y Estética 3",4,DS79
6,Diseño,Diseño de Interiores,DI265,Experimentación Estética,4,60CRED
6,Diseño,Diseño de Interiores,DI266,Laboratorio De Diseño Interior 4,5,DI262
7,Diseño,Diseño de Interiores,DI269,Gestión De Obra 1,4,90CRED
7,Diseño,Diseño de Interiores,DI267,Investigación Y Usuario,5,60CRED
7,Diseño,Diseño de Interiores,DI268,Laboratorio de Diseño Interior 5,5,DI266
7,Diseño,Diseño de Interiores,DS92,Pensamiento Innovador,2,DS84
8,Diseño,Diseño de Interiores,DI272,Gestión de Obra 2,4,DI269
8,Diseño,Diseño de Interiores,DS94,Gestión del Diseño 1,3,90CRED
8,Diseño,Diseño de Interiores,DI271,Laboratorio de Diseño Interior 6,5,DI268
8,Diseño,Diseño de Interiores,DI270,Técnicas De Investigación,4,140CRED
9,Diseño,Diseño de Interiores,DS99,Gestión del Diseño 2,3,DS94
9,Diseño,Diseño de Interiores,DI273,Proyecto De Fin De Carrera 1,9,
10,Diseño,Diseño de Interiores,DI274,CTI Proyecto De Fin De Carrera 2,9,DI273
1,Diseño,Diseño Industrial,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Diseño,Diseño Industrial,HU705,Crítica y Comunicación,3,
1,Diseño,Diseño Industrial,DS64,Fundamentos del Diseño 1,4,
1,Diseño,Diseño Industrial,HU713,Pensamiento Crítico Aplicado,3,
1,Diseño,Diseño Industrial,DS65,Representación Visual 1,4,
1,Diseño,Diseño Industrial,HU706,Sistemas y Sociedad,3,
2,Diseño,Diseño Industrial,DS68,Diseño y Antropología,4,HU705
2,Diseño,Diseño Industrial,DS66,Fundamentos del Diseño 2,4,DS64
2,Diseño,Diseño Industrial,MA714,Matemática Básica,5,
2,Diseño,Diseño Industrial,DS70,Métodos de Diseño 1,3,HU712
2,Diseño,Diseño Industrial,DS67,Representación Visual 2,4,DS65
2,Diseño,Diseño Industrial,DS69,Signos y Códigos Visuales,3,HU713
3,Diseño,Diseño Industrial,DS74,Antropometría Y Ergonomía,3,DS70
3,Diseño,Diseño Industrial,DS73,Creadores De Producto,2,DS68
3,Diseño,Diseño Industrial,DS75,"Diseño, Arte Y Estética 1",4,DS68
3,Diseño,Diseño Industrial,MA749,Fenómenos Físicos Aplicados al Diseño,3,MA714
3,Diseño,Diseño Industrial,DS71,Laboratorio de Diseño Industrial 1,6,DS66
3,Diseño,Diseño Industrial,DS72,Visualización 3d y Prototipos,2,DS67
4,Diseño,Diseño Industrial,DS79,"Diseño, Arte Y Estética 2",4,DS75
4,Diseño,Diseño Industrial,DS76,Laboratorio de Diseño Industrial 2,6,DS71
4,Diseño,Diseño Industrial,DS77,Materiales y sus Propiedades Sensoriales,3,MA749
4,Diseño,Diseño Industrial,DS78,Morfología Y Biomecánica,2,DS74
4,Diseño,Diseño Industrial,DS80,Métodos De Diseño 2,4,DS70
4,Diseño,Diseño Industrial,DS104,Ética en los Procesos de Diseño,3,54CRED
5,Diseño,Diseño Industrial,DS83,Computational Thinking & Digital Fabrication 1,2,DS72
5,Diseño,Diseño Industrial,DS84,"Diseño, Arte Y Estética 3",4,DS79
5,Diseño,Diseño Industrial,DS81,Laboratorio De Diseño Industrial 3,6,DS76
5,Diseño,Diseño Industrial,DS82,Microfabricación y Manufactura,2,DS77
5,Diseño,Diseño Industrial,DS105,"Tecnología, Materiales y Herramientas",3,DS77
6,Diseño,Diseño Industrial,DS86,Computational Thinking & Digital Fabrication 2,2,DS83
6,Diseño,Diseño Industrial,DS87,Decision Making & Data Driven Design,4,
6,Diseño,Diseño Industrial,DS85,Laboratorio de Diseño Industrial 4,6,DS81
7,Diseño,Diseño Industrial,DS90,Electrónica para Prototipos,2,DS86
7,Diseño,Diseño Industrial,DS91,Investigación en Diseño Industrial 1,4,DS87
7,Diseño,Diseño Industrial,DS88,Laboratorio de Diseño Industrial 5,6,DS85
7,Diseño,Diseño Industrial,DS89,Objetos Inteligentes y Sensores,2,DS86
8,Diseño,Diseño Industrial,DS94,Gestión del Diseño 1,3,90CRED
8,Diseño,Diseño Industrial,DS95,Introducción al Diseño de Accesorios Inteligentes,3,DS89
8,Diseño,Diseño Industrial,DS96,Investigación en Diseño Industrial 2,4,DS91
8,Diseño,Diseño Industrial,DS93,Laboratorio de Diseño Industrial 6,6,DS88
8,Diseño,Diseño Industrial,DS97,Periferia y Neoartesanía,2,100CRED
9,Diseño,Diseño Industrial,DS99,Gestión del Diseño 2,3,DS94
9,Diseño,Diseño Industrial,DS100,Investigación en Diseño Industrial 3,4,DS96
9,Diseño,Diseño Industrial,DS98,Laboratorio de Diseño Industrial 7,6,DS93
10,Diseño,Diseño Industrial,DS101,CTI Diseño y Ejercicio Profesional,6,DS98
10,Diseño,Diseño Industrial,DS103,Electrónica y Productos Interactivos,2,"DS90,DS89"
10,Diseño,Diseño Industrial,DS102,Gestión y Administración de Productos,3,DS99
1,Diseño,Diseño Profesional Gráfico,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Diseño,Diseño Profesional Gráfico,HU705,Crítica y Comunicación,3,
1,Diseño,Diseño Profesional Gráfico,DS64,Fundamentos del Diseño 1,4,
1,Diseño,Diseño Profesional Gráfico,HU713,Pensamiento Crítico Aplicado,3,
1,Diseño,Diseño Profesional Gráfico,DS65,Representación Visual 1,4,
1,Diseño,Diseño Profesional Gráfico,HU706,Sistemas y Sociedad,3,
2,Diseño,Diseño Profesional Gráfico,DS68,Diseño y Antropología,4,HU705
2,Diseño,Diseño Profesional Gráfico,DS66,Fundamentos del Diseño 2,4,DS64
2,Diseño,Diseño Profesional Gráfico,MA714,Matemática Básica,5,
2,Diseño,Diseño Profesional Gráfico,DS67,Representación Visual 2,4,DS65
2,Diseño,Diseño Profesional Gráfico,DS69,Signos y Códigos Visuales,3,HU713
3,Diseño,Diseño Profesional Gráfico,DG341,Creadores Visuales,3,DS69
3,Diseño,Diseño Profesional Gráfico,DG348,Diseño Digital 1,4,30CRED
3,Diseño,Diseño Profesional Gráfico,DG346,Imagen y Comunicación 1,4,DS66
3,Diseño,Diseño Profesional Gráfico,DG347,Signos y Códigos Gráficos,4,DS69
3,Diseño,Diseño Profesional Gráfico,DG345,Taller Tipográfico 1,4,DS65
4,Diseño,Diseño Profesional Gráfico,DG350,Diseño Digital 2,4,50CRED
4,Diseño,Diseño Profesional Gráfico,DS75,"Diseño, Arte Y Estética 1",4,DS68
4,Diseño,Diseño Profesional Gráfico,DG342,Imagen y Comunicación 2,4,DG346
4,Diseño,Diseño Profesional Gráfico,DG351,Laboratorio De Diseño Gráfico 1,6,DG346
4,Diseño,Diseño Profesional Gráfico,DG349,Taller Tipográfico 2,4,DG345
5,Diseño,Diseño Profesional Gráfico,DG355,Diseño Digital 3,4,65CRED
5,Diseño,Diseño Profesional Gráfico,DS79,"Diseño, Arte Y Estética 2",4,DS75
5,Diseño,Diseño Profesional Gráfico,DG352,Imagen Y Comunicación 3,4,DG342
5,Diseño,Diseño Profesional Gráfico,DG356,Laboratorio De Diseño Gráfico 2,6,DG351
5,Diseño,Diseño Profesional Gráfico,DG343,Taller Tipográfico 3,4,DG349
6,Diseño,Diseño Profesional Gráfico,DS84,"Diseño, Arte Y Estética 3",4,DS79
6,Diseño,Diseño Profesional Gráfico,DI267,Investigación Y Usuario,5,80CRED
6,Diseño,Diseño Profesional Gráfico,DG354,Laboratorio De Diseño Gráfico 3,6,"DG342,DG356"
7,Diseño,Diseño Profesional Gráfico,DG353,Diseño De La Información 1,6,"DG355,DG343"
7,Diseño,Diseño Profesional Gráfico,DS94,Gestión del Diseño 1,3,90CRED
7,Diseño,Diseño Profesional Gráfico,DG357,Laboratorio De Diseño Gráfico 4,6,DG354
7,Diseño,Diseño Profesional Gráfico,DS92,Pensamiento Innovador,2,DS84
8,Diseño,Diseño Profesional Gráfico,DG358,Diseño de la Información 2,6,DG353
8,Diseño,Diseño Profesional Gráfico,DG360,Investigación 1,4,140CRED
8,Diseño,Diseño Profesional Gráfico,DG359,Laboratorio De Diseño Gráfico 5,6,DG357
9,Diseño,Diseño Profesional Gráfico,DG362,Investigación 2,4,DG360
9,Diseño,Diseño Profesional Gráfico,DG361,Laboratorio de Diseño Gráfico Integral,6,DG359
10,Diseño,Diseño Profesional Gráfico,DG344,CTI Proyecto de Fin de Carrera,9,"DG362,DG361"
1,Economía,Economía y Finanzas,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Economía,Economía y Finanzas,HU705,Crítica y Comunicación,3,
1,Economía,Economía y Finanzas,EN59,Fundamentos De Economía General,3,
1,Economía,Economía y Finanzas,MA740,Matemática Básica,5,
1,Economía,Economía y Finanzas,HU713,Pensamiento Crítico Aplicado,3,
1,Economía,Economía y Finanzas,HU706,Sistemas y Sociedad,3,
2,Economía,Economía y Finanzas,CA227,Contabilidad General,4,
2,Economía,Economía y Finanzas,MA738,Cálculo Diferencial e Integral para Economistas,5,MA740
2,Economía,Economía y Finanzas,EF106,Introducción a la Microeconomía,4,"EN59,MA740"
2,Economía,Economía y Finanzas,EF112,Introducción a las Finanzas,3,
2,Economía,Economía y Finanzas,EF126,Matemática Financiera para Economistas,3,MA740
3,Economía,Economía y Finanzas,CA226,Contabilidad Financiera,4,CA227
3,Economía,Economía y Finanzas,MA727,Estadística,4,MA738
3,Economía,Economía y Finanzas,EF124,Finanzas Corporativas I,4,"CA227,EF126"
3,Economía,Economía y Finanzas,EF107,Introducción a la Macroeconomía,4,EF106
3,Economía,Economía y Finanzas,HU698,Lógica,3,
3,Economía,Economía y Finanzas,EF108,Microeconomía Avanzada,4,"MA738,EF106"
4,Economía,Economía y Finanzas,EN57,Historia Económica Del Perú,3,EF107
4,Economía,Economía y Finanzas,EF109,Macroeconomía Avanzada,4,"MA738,EF107"
4,Economía,Economía y Finanzas,MA739,Matemática Avanzada para Economistas,5,MA738
4,Economía,Economía y Finanzas,EF110,Microeconomía Aplicada,4,EF108
4,Economía,Economía y Finanzas,EN69,Teoría De Juegos,3,EF108
5,Economía,Economía y Finanzas,MA704,Estadística para Economistas,4,MA727
5,Economía,Economía y Finanzas,EF125,Finanzas Corporativas II,4,EF124
5,Economía,Economía y Finanzas,EN58,Historia Del Pensamiento Económico,4,"EF109,EF108"
5,Economía,Economía y Finanzas,EF129,Informática para Economistas,2,MA727
5,Economía,Economía y Finanzas,EF111,Macroeconomía Aplicada,4,EF109
6,Economía,Economía y Finanzas,EG58,Data Analytics,2,EF129
6,Economía,Economía y Finanzas,EF122,Instrumentos de Renta Variable,3,"MA727,EF125"
6,Economía,Economía y Finanzas,EF120,Introducción a la Econometría,4,"MA704,EF129"
6,Economía,Economía y Finanzas,EN60,Organización Industrial,4,EF110
6,Economía,Economía y Finanzas,EF117,Teoría Económica Internacional,3,"HU59,EF109,EF108"
7,Economía,Economía y Finanzas,EN70,Economía Pública Y Regulación,3,"EF111,EF110"
7,Economía,Economía y Finanzas,EF114,Escuela Austríaca de Economia,3,EN58
7,Economía,Economía y Finanzas,EF123,Evaluación de Proyectos,3,100CRED
7,Economía,Economía y Finanzas,HU718,Historia de la Filosofía,3,HU706
7,Economía,Economía y Finanzas,EF121,Microeconometría,4,EF120
8,Economía,Economía y Finanzas,EN72,Behavioral Economics,3,EF110
8,Economía,Economía y Finanzas,EF119,Instrumentos de Renta Fija,4,"EF122,EF120"
8,Economía,Economía y Finanzas,EF127,Macroeconometría,4,EF121
8,Economía,Economía y Finanzas,EN77,Seminario de Investigación Académica (Econ),3,EF120
8,Economía,Economía y Finanzas,EF115,Teoría Monetaria,4,EF111
9,Economía,Economía y Finanzas,EF116,Crecimiento y Desarrollo,3,EF120
9,Economía,Economía y Finanzas,EF118,Macroeconomía Abierta,4,"EF120,EF115"
9,Economía,Economía y Finanzas,EN61,Proyecto De Tesis 1,5,"EF121,EN77"
10,Economía,Economía y Finanzas,EN62,CTI Proyecto De Tesis 2,5,"EF127,EN61"
10,Economía,Economía y Finanzas,EF113,Política Económica,4,EN70
1,Economía,Economía y Negocios Internacionales,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Economía,Economía y Negocios Internacionales,HU705,Crítica y Comunicación,3,
1,Economía,Economía y Negocios Internacionales,EN59,Fundamentos De Economía General,3,
1,Economía,Economía y Negocios Internacionales,MA740,Matemática Básica,5,
1,Economía,Economía y Negocios Internacionales,HU713,Pensamiento Crítico Aplicado,3,
1,Economía,Economía y Negocios Internacionales,HU706,Sistemas y Sociedad,3,
2,Economía,Economía y Negocios Internacionales,CA227,Contabilidad General,4,
2,Economía,Economía y Negocios Internacionales,MA738,Cálculo Diferencial e Integral para Economistas,5,MA740
2,Economía,Economía y Negocios Internacionales,EN73,Introducción A Los Negocios Internacionales,3,
2,Economía,Economía y Negocios Internacionales,EF106,Introducción a la Microeconomía,4,"EN59,MA740"
2,Economía,Economía y Negocios Internacionales,EF112,Introducción a las Finanzas,3,
2,Economía,Economía y Negocios Internacionales,EF126,Matemática Financiera para Economistas,3,MA740
3,Economía,Economía y Negocios Internacionales,CA226,Contabilidad Financiera,4,CA227
3,Economía,Economía y Negocios Internacionales,MA727,Estadística,4,MA738
3,Economía,Economía y Negocios Internacionales,EN66,Fundamentos De Estrategia Comercial Internacional,3,EN59
3,Economía,Economía y Negocios Internacionales,EF107,Introducción a la Macroeconomía,4,EF106
3,Economía,Economía y Negocios Internacionales,HU698,Lógica,3,
3,Economía,Economía y Negocios Internacionales,EF108,Microeconomía Avanzada,4,"MA738,EF106"
4,Economía,Economía y Negocios Internacionales,EN67,Estrategia Comercial Internacional I,3,EN66
4,Economía,Economía y Negocios Internacionales,EN57,Historia Económica Del Perú,3,EF107
4,Economía,Economía y Negocios Internacionales,EF109,Macroeconomía Avanzada,4,"MA738,EF107"
4,Economía,Economía y Negocios Internacionales,MA739,Matemática Avanzada para Economistas,5,MA738
4,Economía,Economía y Negocios Internacionales,EF110,Microeconomía Aplicada,4,EF108
4,Economía,Economía y Negocios Internacionales,EN69,Teoría De Juegos,3,EF108
